nome_cultura,safraini,safrafin,cod_cultura,cod_ciclo,cod_solo,geocodigo,uf,municipio,cod_munic,cod_meso,cod_micro,dec1,dec2,dec3,dec4,dec5,dec6,dec7,dec8,dec9,dec10,dec11,dec12,dec13,dec14,dec15,dec16,dec17,dec18,dec19,dec20,dec21,dec22,dec23,dec24,dec25,dec26,dec27,dec28,dec29,dec30,dec31,dec32,dec33,dec34,dec35,dec36,risco_medio
Arroz Sequeiro,2018,2019,12010900000011,20,1,3104502,MG,Arinos,22332,3101,310101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,0,0,0,0,0,2.22
Arroz Sequeiro,2018,2019,12010900000011,20,1,3108206,MG,Bonfinópolis De Minas,6262,3101,310101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,0,0,0,0,0,2.22
Arroz Sequeiro,2018,2019,12010900000011,20,1,3109303,MG,Buritis,9726,3101,310101,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,40,40,0,0,0,5.0
Arroz Sequeiro,2018,2019,12010900000011,20,1,3122470,MG,Dom Bosco,53129,3101,310101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,0,0,0,0,0,2.22
Arroz Sequeiro,2018,2019,12010900000011,20,1,3126208,MG,Formoso,39590,3101,310101,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,40,0,0,0,0,4.44
Arroz Sequeiro,2018,2019,12010900000011,20,1,3144375,MG,Natalândia,53370,3101,310101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,0,0,0,0,0,2.22
Arroz Sequeiro,2018,2019,12010900000011,20,1,3170404,MG,Unaí,8693,3101,310101,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,20,40,40,0,0,0,5.83
Arroz Sequeiro,2018,2019,12010900000011,20,1,3170479,MG,Uruana De Minas,53772,3101,310101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,0,0,0,0,0,2.22
Arroz Sequeiro,2018,2019,12010900000011,20,2,3104502,MG,Arinos,22332,3101,310101,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,40,40,0,0,0,5.0
Arroz Sequeiro,2018,2019,12010900000011,20,2,3108206,MG,Bonfinópolis De Minas,6262,3101,310101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,20,30,0,0,0,0,2.22
Arroz Sequeiro,2018,2019,12010900000011,20,2,3122470,MG,Dom Bosco,53129,3101,310101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,20,30,0,0,0,0,2.22
Arroz Sequeiro,2018,2019,12010900000011,20,2,3144375,MG,Natalândia,53370,3101,310101,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,20,30,40,0,0,0,4.44
Arroz Sequeiro,2018,2019,12010900000011,20,2,3170479,MG,Uruana De Minas,53772,3101,310101,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,20,30,40,0,0,0,4.44
Arroz Sequeiro,2018,2019,12010900000011,21,1,3104502,MG,Arinos,22332,3101,310101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Arroz Sequeiro,2018,2019,12010900000011,21,1,3108206,MG,Bonfinópolis De Minas,6262,3101,310101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Arroz Sequeiro,2018,2019,12010900000011,21,1,3109303,MG,Buritis,9726,3101,310101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,40,0,0,0,0,0,1.94
Arroz Sequeiro,2018,2019,12010900000011,21,1,3122470,MG,Dom Bosco,53129,3101,310101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Arroz Sequeiro,2018,2019,12010900000011,21,1,3126208,MG,Formoso,39590,3101,310101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,0,0,0,0,0,2.22
Arroz Sequeiro,2018,2019,12010900000011,21,1,3144375,MG,Natalândia,53370,3101,310101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Arroz Sequeiro,2018,2019,12010900000011,21,1,3170404,MG,Unaí,8693,3101,310101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,40,0,0,0,0,0,1.94
Arroz Sequeiro,2018,2019,12010900000011,21,1,3170479,MG,Uruana De Minas,53772,3101,310101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Arroz Sequeiro,2018,2019,12010900000011,21,2,3104502,MG,Arinos,22332,3101,310101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,0,0,0,0,0,2.22
Arroz Sequeiro,2018,2019,12010900000011,21,2,3108206,MG,Bonfinópolis De Minas,6262,3101,310101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,40,0,0,0,0,0,1.94
Arroz Sequeiro,2018,2019,12010900000011,21,2,3122470,MG,Dom Bosco,53129,3101,310101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,40,0,0,0,0,0,1.94
Arroz Sequeiro,2018,2019,12010900000011,21,2,3144375,MG,Natalândia,53370,3101,310101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,40,40,0,0,0,0,3.06
Arroz Sequeiro,2018,2019,12010900000011,21,2,3170479,MG,Uruana De Minas,53772,3101,310101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,40,40,0,0,0,0,3.06
Arroz Sequeiro,2018,2019,12010900000011,22,1,3104502,MG,Arinos,22332,3101,310101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Arroz Sequeiro,2018,2019,12010900000011,22,1,3108206,MG,Bonfinópolis De Minas,6262,3101,310101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Arroz Sequeiro,2018,2019,12010900000011,22,1,3109303,MG,Buritis,9726,3101,310101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,1.11
Arroz Sequeiro,2018,2019,12010900000011,22,1,3109451,MG,Cabeceira Grande,52955,3101,310101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,40,0,0,0,0,0,1.94
Arroz Sequeiro,2018,2019,12010900000011,22,1,3122470,MG,Dom Bosco,53129,3101,310101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Arroz Sequeiro,2018,2019,12010900000011,22,1,3126208,MG,Formoso,39590,3101,310101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Arroz Sequeiro,2018,2019,12010900000011,22,1,3144375,MG,Natalândia,53370,3101,310101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Arroz Sequeiro,2018,2019,12010900000011,22,1,3170404,MG,Unaí,8693,3101,310101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,1.11
Arroz Sequeiro,2018,2019,12010900000011,22,1,3170479,MG,Uruana De Minas,53772,3101,310101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Arroz Sequeiro,2018,2019,12010900000011,22,2,3104502,MG,Arinos,22332,3101,310101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,1.11
Arroz Sequeiro,2018,2019,12010900000011,22,2,3108206,MG,Bonfinópolis De Minas,6262,3101,310101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,1.11
Arroz Sequeiro,2018,2019,12010900000011,22,2,3122470,MG,Dom Bosco,53129,3101,310101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,1.11
Arroz Sequeiro,2018,2019,12010900000011,22,2,3144375,MG,Natalândia,53370,3101,310101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,1.11
Arroz Sequeiro,2018,2019,12010900000011,22,2,3170479,MG,Uruana De Minas,53772,3101,310101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,1.11
Arroz Sequeiro,2018,2019,12010900000011,22,3,3122470,MG,Dom Bosco,53129,3101,310101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,40,40,0,0,0,0,3.06
Arroz Sequeiro,2018,2019,12010900000011,20,1,3108552,MG,Brasilândia De Minas,52948,3101,310102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,1.11
Arroz Sequeiro,2018,2019,12010900000011,20,1,3128600,MG,Guarda-Mor,22844,3101,310102,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,20,40,40,0,0,0,5.56
Arroz Sequeiro,2018,2019,12010900000011,20,1,3136306,MG,João Pinheiro,3540,3101,310102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,40,0,0,0,0,2.78
Arroz Sequeiro,2018,2019,12010900000011,20,1,3137106,MG,Lagamar,1308,3101,310102,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,20,30,40,0,0,0,6.39
Arroz Sequeiro,2018,2019,12010900000011,20,1,3137536,MG,Lagoa Grande,50335,3101,310102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,40,0,0,0,0,2.78
Arroz Sequeiro,2018,2019,12010900000011,20,1,3147006,MG,Paracatu,23984,3101,310102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,30,40,0,0,0,0,2.5
Arroz Sequeiro,2018,2019,12010900000011,20,1,3153400,MG,Presidente Olegário,31251,3101,310102,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,20,30,40,0,0,0,6.39
Arroz Sequeiro,2018,2019,12010900000011,20,1,3161700,MG,São Gonçalo Do Abaeté,37705,3101,310102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,40,0,0,0,0,2.78
Arroz Sequeiro,2018,2019,12010900000011,20,1,3170750,MG,Varjão De Minas,53806,3101,310102,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,20,30,40,0,0,0,5.28
Arroz Sequeiro,2018,2019,12010900000011,20,1,3171006,MG,Vazante,33534,3101,310102,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,20,30,40,0,0,0,5.28
Arroz Sequeiro,2018,2019,12010900000011,20,2,3108552,MG,Brasilândia De Minas,52948,3101,310102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,30,40,0,0,0,0,3.06
Arroz Sequeiro,2018,2019,12010900000011,20,3,3108552,MG,Brasilândia De Minas,52948,3101,310102,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,30,40,0,0,0,4.72
Arroz Sequeiro,2018,2019,12010900000011,21,1,3108552,MG,Brasilândia De Minas,52948,3101,310102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Arroz Sequeiro,2018,2019,12010900000011,21,1,3128600,MG,Guarda-Mor,22844,3101,310102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,30,40,40,0,0,0,0,4.17
Arroz Sequeiro,2018,2019,12010900000011,21,1,3136306,MG,João Pinheiro,3540,3101,310102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,1.11
Arroz Sequeiro,2018,2019,12010900000011,21,1,3137106,MG,Lagamar,1308,3101,310102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,30,40,0,0,0,40,4.72
Arroz Sequeiro,2018,2019,12010900000011,21,1,3137536,MG,Lagoa Grande,50335,3101,310102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,0,0,0,0,0,2.22
Arroz Sequeiro,2018,2019,12010900000011,21,1,3147006,MG,Paracatu,23984,3101,310102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,40,0,0,0,0,0,1.94
Arroz Sequeiro,2018,2019,12010900000011,21,1,3153400,MG,Presidente Olegário,31251,3101,310102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,30,40,0,0,0,40,4.72
Arroz Sequeiro,2018,2019,12010900000011,21,1,3161700,MG,São Gonçalo Do Abaeté,37705,3101,310102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,40,0,0,0,0,0,1.94
Arroz Sequeiro,2018,2019,12010900000011,21,1,3170750,MG,Varjão De Minas,53806,3101,310102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,30,40,0,0,0,0,0,3.06
Arroz Sequeiro,2018,2019,12010900000011,21,1,3171006,MG,Vazante,33534,3101,310102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,30,40,0,0,0,0,0,3.06
Arroz Sequeiro,2018,2019,12010900000011,21,2,3108552,MG,Brasilândia De Minas,52948,3101,310102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,0,0,0,0,0,2.22
Arroz Sequeiro,2018,2019,12010900000011,21,3,3108552,MG,Brasilândia De Minas,52948,3101,310102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,30,40,0,0,0,0,3.06
Arroz Sequeiro,2018,2019,12010900000011,22,1,3108552,MG,Brasilândia De Minas,52948,3101,310102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Arroz Sequeiro,2018,2019,12010900000011,22,1,3128600,MG,Guarda-Mor,22844,3101,310102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,0,0,0,0,0,0,2.22
Arroz Sequeiro,2018,2019,12010900000011,22,1,3136306,MG,João Pinheiro,3540,3101,310102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Arroz Sequeiro,2018,2019,12010900000011,22,1,3137106,MG,Lagamar,1308,3101,310102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,0,0,0,0,0,0,2.22
Arroz Sequeiro,2018,2019,12010900000011,22,1,3137536,MG,Lagoa Grande,50335,3101,310102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Arroz Sequeiro,2018,2019,12010900000011,22,1,3147006,MG,Paracatu,23984,3101,310102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,1.11
Arroz Sequeiro,2018,2019,12010900000011,22,1,3153400,MG,Presidente Olegário,31251,3101,310102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,0,0,0,0,0,0,2.22
Arroz Sequeiro,2018,2019,12010900000011,22,1,3161700,MG,São Gonçalo Do Abaeté,37705,3101,310102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Arroz Sequeiro,2018,2019,12010900000011,22,1,3170750,MG,Varjão De Minas,53806,3101,310102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,0,0,0,0,0,0,2.22
Arroz Sequeiro,2018,2019,12010900000011,22,1,3171006,MG,Vazante,33534,3101,310102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,0,0,0,0,0,0,2.22
Arroz Sequeiro,2018,2019,12010900000011,22,2,3108552,MG,Brasilândia De Minas,52948,3101,310102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Arroz Sequeiro,2018,2019,12010900000011,22,2,3136306,MG,João Pinheiro,3540,3101,310102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,30,40,0,0,0,0,0,3.06
Arroz Sequeiro,2018,2019,12010900000011,22,3,3108552,MG,Brasilândia De Minas,52948,3101,310102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,1.11
Arroz Sequeiro,2018,2019,12010900000011,20,1,3108255,MG,Bonito De Minas,52931,3102,310203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Arroz Sequeiro,2018,2019,12010900000011,20,1,3116159,MG,Chapada Gaúcha,53002,3102,310203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Arroz Sequeiro,2018,2019,12010900000011,20,1,3117836,MG,Cônego Marinho,53019,3102,310203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Arroz Sequeiro,2018,2019,12010900000011,20,1,3130051,MG,Icaraí De Minas,50287,3102,310203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Arroz Sequeiro,2018,2019,12010900000011,20,1,3132107,MG,Itacarambi,18157,3102,310203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Arroz Sequeiro,2018,2019,12010900000011,20,1,3135209,MG,Januária,32078,3102,310203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Arroz Sequeiro,2018,2019,12010900000011,20,1,3136959,MG,Juvenília,53291,3102,310203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Arroz Sequeiro,2018,2019,12010900000011,20,1,3139300,MG,Manga,18755,3102,310203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Arroz Sequeiro,2018,2019,12010900000011,20,1,3140852,MG,Matias Cardoso,50380,3102,310203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Arroz Sequeiro,2018,2019,12010900000011,20,1,3142254,MG,Miravânia,53349,3102,310203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Arroz Sequeiro,2018,2019,12010900000011,20,1,3142700,MG,Montalvânia,17471,3102,310203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Arroz Sequeiro,2018,2019,12010900000011,20,1,3149150,MG,Pedras De Maria Da Cruz,50414,3102,310203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Arroz Sequeiro,2018,2019,12010900000011,20,1,3150570,MG,Pintópolis,53514,3102,310203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Arroz Sequeiro,2018,2019,12010900000011,20,1,3161106,MG,São Francisco,11020,3102,310203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Arroz Sequeiro,2018,2019,12010900000011,20,1,3162450,MG,São João Das Missões,53662,3102,310203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Arroz Sequeiro,2018,2019,12010900000011,20,1,3170529,MG,Urucuia,50490,3102,310203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Arroz Sequeiro,2018,2019,12010900000011,20,2,3108255,MG,Bonito De Minas,52931,3102,310203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,1.11
Arroz Sequeiro,2018,2019,12010900000011,20,2,3116159,MG,Chapada Gaúcha,53002,3102,310203,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,30,40,0,0,0,0,4.17
Arroz Sequeiro,2018,2019,12010900000011,20,2,3117836,MG,Cônego Marinho,53019,3102,310203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Arroz Sequeiro,2018,2019,12010900000011,20,2,3130051,MG,Icaraí De Minas,50287,3102,310203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,0,0,0,0,0,2.22
Arroz Sequeiro,2018,2019,12010900000011,20,2,3132107,MG,Itacarambi,18157,3102,310203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Arroz Sequeiro,2018,2019,12010900000011,20,2,3135209,MG,Januária,32078,3102,310203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,1.11
Arroz Sequeiro,2018,2019,12010900000011,20,2,3136959,MG,Juvenília,53291,3102,310203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Arroz Sequeiro,2018,2019,12010900000011,20,2,3139300,MG,Manga,18755,3102,310203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Arroz Sequeiro,2018,2019,12010900000011,20,2,3140852,MG,Matias Cardoso,50380,3102,310203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Arroz Sequeiro,2018,2019,12010900000011,20,2,3142254,MG,Miravânia,53349,3102,310203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Arroz Sequeiro,2018,2019,12010900000011,20,2,3142700,MG,Montalvânia,17471,3102,310203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Arroz Sequeiro,2018,2019,12010900000011,20,2,3149150,MG,Pedras De Maria Da Cruz,50414,3102,310203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Arroz Sequeiro,2018,2019,12010900000011,20,2,3150570,MG,Pintópolis,53514,3102,310203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,0,0,0,0,0,2.22
Arroz Sequeiro,2018,2019,12010900000011,20,2,3161106,MG,São Francisco,11020,3102,310203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,1.11
